"Purchase_Amount","Time_Spent_on_Website","Number_of_products_browsed","Pictures","Shipping_Time","Review_rating","Find_website","Ease_of_purchase","Age","Device"
570.74,485,13,2.6,2.84,4.8,"Social_Media_Advertisement",4,39,"PC"
651.24,930,22,3.4,4.8,4,"Search_Engine",4,47,"PC"
532.62,425,10,5,2.62,4,"Search_Engine",4,49,"Mobile"
708.3,1202,29,4,4.25,3.5,"Search_Engine",4,39,"PC"
725.66,948,20,1.9,1.99,4.9,"Search_Engine",4,41,"PC"
476.77,301,7,2.8,3.71,3.8,"Search_Engine",3,37,"Mobile"
599.17,914,22,3.4,3.15,3.7,"Social_Media_Advertisement",NA,54,"Mobile"
312.18,595,13,4.7,2.48,3.9,"Search_Engine",4,17,"PC"
609.65,1024,24,2.6,3.39,3.1,"Search_Engine",4,44,"PC"
567.2,811,16,3.1,1.15,3.8,"Social_Media_Advertisement",4,54,"PC"
667.38,950,24,2.4,2.76,4.4,"Search_Engine",4,47,"PC"
809.4,1375,31,2.6,2.51,3.3,"Other",4,45,"Mobile"
480.6,641,17,1.4,5.8,4,"Search_Engine",4,26,"PC"
770.34,1279,28,4.8,2.58,3.6,"Social_Media_Advertisement",4,41,"PC"
754.6,1216,29,5.3,2.02,4.3,"Search_Engine",4,48,"PC"
478.71,545,14,3.1,3.45,4.2,"Search_Engine",3,50,"Mobile"
645.81,1148,28,4.7,2.04,3.4,"Friends_or_Family",3,46,"Mobile"
791.48,1318,30,2.9,3.06,3.7,"Social_Media_Advertisement",3,40,"Mobile"
697.2,1113,26,3.3,3.33,4.2,"Search_Engine",4,36,"PC"
624.5,987,22,4,1.58,3.7,"Search_Engine",NA,38,"Mobile"
580.24,534,14,3.9,2.1,4.5,"Social_Media_Advertisement",NA,39,"PC"
614.42,908,22,2,4.27,3.8,"Search_Engine",4,34,"Mobile"
388.98,279,7,1.2,2.11,4.6,"Search_Engine",4,62,"PC"
727.28,998,24,2.2,4.05,4.6,"Search_Engine",5,49,"PC"
663.2,904,20,2,3.68,4.4,"Friends_or_Family",4,41,"PC"
716.56,1065,25,3.4,4.1,4.4,"Search_Engine",4,40,"PC"
647.03,901,21,1.6,4.68,4.1,"Social_Media_Advertisement",4,48,"PC"
652.8,923,22,3.2,3.56,3.9,"Search_Engine",4,44,"PC"
480.07,475,10,2.4,5.02,3.6,"Social_Media_Advertisement",4,56,"PC"
707.46,1180,24,3.1,3.86,4.3,"Social_Media_Advertisement",NA,37,"PC"
658.15,700,15,5,3.06,4,"Search_Engine",4,46,"Mobile"
657.55,1098,25,2,3.01,3.9,"Search_Engine",5,33,"PC"
617.59,1072,27,4,1.96,3,"Social_Media_Advertisement",3,33,"PC"
678.14,980,23,4.5,3.88,3.5,"Search_Engine",4,35,"PC"
707.12,1266,31,1.1,3.97,3.8,"Search_Engine",4,32,"PC"
759.93,1363,32,3.3,3.49,4.6,"Search_Engine",5,49,"PC"
623.2,828,20,2.2,2.69,4.4,"Search_Engine",4,52,"PC"
610.54,825,19,2.3,2.99,4.4,"Social_Media_Advertisement",3,50,"PC"
575.2,821,21,2.8,1.92,3.9,"Social_Media_Advertisement",5,32,"PC"
554.26,511,14,4,3.12,3.6,"Search_Engine",4,48,"PC"
341.12,555,13,2.9,3.47,4.1,"Other",NA,24,"PC"
775.64,1228,26,3.5,2.26,4.7,"Friends_or_Family",5,42,"PC"
582.39,858,19,3.3,1.88,3.6,"Friends_or_Family",4,44,"Mobile"
662.98,971,24,2.1,2.82,3.8,"Search_Engine",4,46,"PC"
525.82,716,20,3.7,3.81,4.5,"Search_Engine",4,36,"Mobile"
672.1,1253,29,2.4,1.24,4.4,"Search_Engine",4,58,"Mobile"
817.74,-999,-999,4.2,4.1,4,"Search_Engine",5,48,"PC"
614.96,665,19,4.6,3.26,4.2,"Search_Engine",4,46,"PC"
512.58,860,23,1.4,2.79,3.5,"Social_Media_Advertisement",4,32,"PC"
568.38,874,20,3.3,3.13,3.2,"Social_Media_Advertisement",4,55,"PC"
615.52,877,20,3,1.98,4.9,"Social_Media_Advertisement",3,54,"PC"
619.15,867,21,1.2,2.86,4.1,"Search_Engine",4,42,"Mobile"
686.92,863,21,2.4,2.62,4.4,"Search_Engine",4,53,"PC"
653.34,866,22,3.7,3.72,4.1,"Search_Engine",4,48,"Mobile"
663.22,1190,27,3,3.45,4.3,"Friends_or_Family",4,48,"Mobile"
567.66,867,20,5.9,2.2,4,"Search_Engine",5,31,"PC"
677.9,1017,22,2.2,3.11,4.1,"Social_Media_Advertisement",4,47,"PC"
555.28,534,12,3,2.93,4.7,"Search_Engine",NA,50,"PC"
373.08,519,13,3.4,2.03,4.1,"Social_Media_Advertisement",3,22,"PC"
469.26,487,10,2.5,3.72,4.1,"Search_Engine",4,34,"PC"
491.26,761,17,2.1,3.71,4.4,NA,3,63,"PC"
718.1,1283,31,1.6,1.36,4.4,"Search_Engine",4,35,"Mobile"
680.36,1058,27,3.3,4.9,4.2,"Search_Engine",4,44,"PC"
770.29,1320,30,4.2,2.86,3.6,"Social_Media_Advertisement",4,44,"PC"
728.18,1184,27,4.1,2.4,3,"Social_Media_Advertisement",4,47,"PC"
680.9,1143,23,4.7,3.39,4.5,"Search_Engine",4,45,"Mobile"
686.88,1049,25,2.8,2.15,4.6,"Search_Engine",4,35,"PC"
607.38,1018,26,1.9,1.89,4.7,"Search_Engine",4,35,"PC"
617.29,789,18,4.1,2.62,4.8,"Friends_or_Family",3,36,"Mobile"
714.21,1400,32,4.5,2.98,4,"Search_Engine",4,38,"Mobile"
589.5,430,13,2.6,1.36,4.1,"Friends_or_Family",4,42,"PC"
605.34,560,12,2.6,1.02,3.7,"Search_Engine",4,42,"PC"
490.87,529,14,2.4,2.13,4.1,"Search_Engine",4,29,"PC"
462,886,18,2.3,2.6,3.4,"Search_Engine",4,64,"Mobile"
453.34,543,11,3.7,4.11,3.5,"Search_Engine",5,57,"PC"
854.86,1693,37,3.3,4.05,4.1,"Search_Engine",5,42,"PC"
565.62,668,16,3.2,2.35,4.7,"Social_Media_Advertisement",4,47,"Mobile"
750.06,997,24,4.5,1.5,4.6,"Search_Engine",4,48,"Mobile"
739.58,1215,31,4.5,5.17,4.6,"Search_Engine",4,40,"PC"
561.38,812,20,2.1,4.01,4.1,"Search_Engine",5,31,"PC"
802.1,1315,34,2.9,3.06,4.9,"Search_Engine",3,51,"Mobile"
572.42,907,22,4.4,2.01,3.4,"Search_Engine",4,47,"Mobile"
588.29,934,25,3.2,1.7,4.1,"Search_Engine",4,56,"Mobile"
606.66,1172,28,3.5,1.72,3.9,"Search_Engine",4,30,"PC"
608.98,852,18,2.8,2.72,4.3,"Social_Media_Advertisement",4,44,"PC"
473.6,590,13,1.9,3.4,4.1,"Social_Media_Advertisement",4,30,"Mobile"
588.5,785,20,3.3,2.44,4.2,"Search_Engine",5,54,"Mobile"
674.83,879,18,3,3.52,4.9,"Search_Engine",4,46,"Mobile"
698.22,1321,29,3.5,1.55,3.6,"Search_Engine",4,38,"PC"
518.46,707,19,3.8,3.87,4,"Search_Engine",4,56,"PC"
601.82,1069,21,3.3,4.87,3.6,"Social_Media_Advertisement",4,35,"Mobile"
695.4,1213,27,1.6,2.96,4.4,"Social_Media_Advertisement",5,36,"PC"
543.81,613,16,3.1,2.59,3.9,"Search_Engine",3,42,"PC"
524.22,626,15,1.8,3.8,4.6,"Search_Engine",NA,50,"Mobile"
647.06,955,26,4.5,3.03,4.9,"Social_Media_Advertisement",4,29,"PC"
689.6,1149,27,1,1.33,4.8,"Social_Media_Advertisement",5,34,"PC"
610.54,1278,31,4,4.91,3.8,"Friends_or_Family",5,28,"Mobile"
651.64,803,19,2.4,1.72,4.7,"Social_Media_Advertisement",4,43,"Mobile"
627.66,865,20,2.7,3.54,3.7,"Social_Media_Advertisement",4,47,"Mobile"
538.4,629,14,4.9,2.81,4,"Search_Engine",4,54,"PC"
476.25,687,16,1.9,4.56,3.5,"Social_Media_Advertisement",NA,62,"PC"
627.65,1028,24,2,1.84,2.7,"Search_Engine",4,43,"PC"
658.55,870,20,3.9,2.98,3.5,"Social_Media_Advertisement",4,47,"PC"
703.46,1162,26,2.7,4.23,4,"Social_Media_Advertisement",4,37,"Mobile"
633.14,724,17,1.8,3.4,4,"Search_Engine",5,43,"Mobile"
670.53,786,21,2.9,3.24,4,"Social_Media_Advertisement",4,42,"Mobile"
610.03,801,18,5.1,3.72,4,"Search_Engine",4,43,"Mobile"
620.62,701,17,1.9,1.45,4.9,"Social_Media_Advertisement",4,42,"PC"
721.58,1406,32,3.1,2.89,3.9,"Social_Media_Advertisement",4,52,"Mobile"
651.87,1008,24,2.2,2.32,4.2,"Search_Engine",NA,44,"Mobile"
454.8,879,18,2,4.81,3.6,"Search_Engine",5,64,"PC"
506.78,656,17,3.2,2.49,3.9,"Search_Engine",3,50,"Mobile"
547.02,416,12,2.8,4.19,3.9,"Social_Media_Advertisement",3,40,"PC"
552.58,1152,30,2.3,1.93,4.3,"Search_Engine",4,62,"Mobile"
575.86,723,17,1.8,3.5,4.4,"Search_Engine",3,40,"Mobile"
602.9,586,15,2.9,2.97,4.4,"Search_Engine",4,50,"PC"
545.9,562,13,2.9,2.45,4,"Search_Engine",4,39,"PC"
462.36,192,6,3.6,3.99,4.4,"Social_Media_Advertisement",4,46,"PC"
423.8,472,10,2.2,3.37,3.7,"Search_Engine",4,57,"Mobile"
629.58,936,23,3.7,2.88,4.2,"Search_Engine",4,32,"Mobile"
634.74,946,24,2.1,3.02,3,"Friends_or_Family",4,48,"PC"
632.12,719,16,2.7,3.71,3.6,"Social_Media_Advertisement",4,39,"PC"
626.61,722,16,2.6,1.77,4.8,"Search_Engine",NA,49,"PC"
588.11,751,18,2.6,3.86,3.7,"Search_Engine",4,43,"PC"
380.18,1008,23,3.6,3.35,4.7,"Search_Engine",4,67,"PC"
246.9,-999,-999,4.6,2.08,3.3,"Search_Engine",2,66,"PC"
519,-999,-999,3.6,5.09,3.4,"Social_Media_Advertisement",4,29,"PC"
359.9,186,2,2.8,2.09,3.3,"Search_Engine",NA,59,"PC"
679.94,835,19,2.5,1.66,3.2,"Search_Engine",5,42,"Mobile"
413.24,737,18,2.9,2.7,4,"Social_Media_Advertisement",4,66,"PC"
494.11,708,17,3.4,2.75,3.6,"Social_Media_Advertisement",NA,29,"PC"
586.78,823,21,5.4,3.99,2.9,NA,4,38,"Mobile"
671.34,789,19,3.3,3.31,4.8,"Social_Media_Advertisement",NA,45,"Mobile"
649.7,1093,29,3.3,1.7,4.3,"Social_Media_Advertisement",3,55,"Mobile"
748.46,1317,31,4.6,3.83,3.9,"Search_Engine",4,49,"PC"
601.93,933,21,3,3.76,3.6,"Social_Media_Advertisement",NA,43,"PC"
541.4,546,14,3.9,1.99,4.4,"Social_Media_Advertisement",NA,41,"PC"
563.66,685,17,4.7,4.44,3.8,"Search_Engine",4,52,"PC"
659.4,1007,22,4,3.95,3.9,"Search_Engine",4,53,"PC"
685.24,1020,21,4.4,3.02,4.9,"Search_Engine",4,48,"Mobile"
436.65,517,12,1.5,3.94,4.4,"Social_Media_Advertisement",3,28,"Mobile"
674.07,1033,25,2.7,1.98,4.1,"Search_Engine",3,42,"Mobile"
696.7,1281,29,3.8,2.68,4.2,"Search_Engine",3,53,"PC"
631.86,1041,25,3.1,4.03,3.3,"Search_Engine",4,51,"PC"
705.86,1346,32,3.4,2.07,4.3,"Social_Media_Advertisement",4,44,"PC"
662.03,1177,29,3.5,2.09,3.6,"Other",5,35,"PC"
522.56,593,14,4.2,3.25,3.6,"Search_Engine",4,45,"PC"
530.3,800,21,4,3.62,3.6,"Search_Engine",4,52,"PC"
534.38,623,16,2.9,2.61,4.4,"Social_Media_Advertisement",4,58,"PC"
543.87,389,9,2.1,2.5,3.6,"Search_Engine",4,45,"PC"
428.77,1054,27,3.3,1.68,3.7,"Search_Engine",4,63,"PC"
640.68,871,18,3.2,2.28,4.3,"Search_Engine",4,54,"PC"
569.46,596,15,4.3,2.75,4.2,"Search_Engine",4,52,"PC"
625.41,1081,24,2.6,3.84,4.6,"Social_Media_Advertisement",4,33,"PC"
502.9,543,14,1.9,2.56,3.7,"Friends_or_Family",4,32,"PC"
336.66,493,12,3.8,2.75,4.2,"Search_Engine",4,68,"PC"
502.74,683,15,3.5,4.13,3.1,"Search_Engine",4,45,"PC"
285.4,452,10,2.5,3.27,3.9,"Search_Engine",5,65,"Mobile"
544.24,719,17,5.3,2.39,4,"Social_Media_Advertisement",3,49,"Mobile"
537.5,848,18,4.7,4.18,4.3,"Social_Media_Advertisement",4,60,"PC"
386.85,863,21,4,1.56,4,NA,4,69,"PC"
612.48,888,25,3.2,3.08,4,"Search_Engine",NA,47,"Mobile"
784.42,1289,29,2,2.85,3.3,"Friends_or_Family",4,39,"PC"
698.18,1225,28,4.2,3.11,4,"Social_Media_Advertisement",4,47,"PC"
478.88,634,16,3.4,4.42,3.5,"Social_Media_Advertisement",5,55,"PC"
527.36,624,16,3.5,4.75,3.7,"Search_Engine",4,45,"PC"
491.08,430,10,3,3.06,3.4,"Search_Engine",NA,46,"Mobile"
602.14,711,14,3.5,2.32,3.3,"Search_Engine",4,45,"PC"
560.08,536,16,4.4,4.09,3.9,"Friends_or_Family",4,47,"PC"
580.98,1030,23,2,1.49,3.2,"Search_Engine",4,51,"Mobile"
433.68,248,8,4.1,1.65,3.8,"Social_Media_Advertisement",5,30,"PC"
550.57,542,15,1.5,3.02,3.3,"Search_Engine",5,42,"Mobile"
381.54,697,17,2,3.82,3.9,"Social_Media_Advertisement",3,67,"PC"
335.08,199,6,2.6,2.84,3.6,"Social_Media_Advertisement",5,26,"PC"
653.72,1143,28,4,3.69,4.7,"Social_Media_Advertisement",3,53,"PC"
751.92,1222,32,1.6,3.17,4.3,"Search_Engine",4,42,"PC"
627.26,856,21,3.9,2.92,3.3,"Search_Engine",4,32,"PC"
657.43,1206,29,3.4,4.45,3.8,"Search_Engine",4,50,"PC"
596.89,1007,22,3,2.4,4,"Search_Engine",5,39,"PC"
680.46,1172,27,4.4,1.35,3.8,"Search_Engine",4,35,"PC"
544.48,704,18,1.5,2.87,3.5,"Search_Engine",4,53,"Mobile"
624.7,861,20,3.2,4.11,3.8,NA,5,39,"PC"
756.54,1206,29,2.2,2.72,4.8,"Social_Media_Advertisement",5,38,"PC"
508.74,285,5,3.8,1.73,3.2,"Search_Engine",5,44,"PC"
534.08,564,12,1.5,2.86,3.9,"Friends_or_Family",4,53,"PC"
495.2,395,10,3.3,3.03,4.9,"Search_Engine",4,30,"PC"
599.6,1263,31,2,3.74,3.6,"Social_Media_Advertisement",4,62,"PC"
424.46,665,15,4.8,2.9,4,"Search_Engine",4,63,"Mobile"
649.62,1031,22,3.1,3.16,4,"Search_Engine",4,52,"PC"
483.57,220,5,3.2,2.42,4.4,"Social_Media_Advertisement",4,36,"Mobile"
484.9,1060,26,4.2,1.75,4.5,"Social_Media_Advertisement",4,71,"PC"
644.51,1162,27,2.8,1.14,4.4,"Search_Engine",4,50,"PC"
474.6,1188,27,3.6,3.39,3.8,"Search_Engine",4,66,"PC"
772.26,1235,30,2.2,2.27,4.4,"Social_Media_Advertisement",5,39,"PC"
663.65,1012,26,3.6,2.25,4.9,NA,4,50,"Mobile"
566.98,659,16,2.8,3.49,3.5,"Social_Media_Advertisement",4,48,"PC"
471.36,440,11,2.9,2.86,4,"Social_Media_Advertisement",3,47,"Mobile"
491.42,395,10,3,1.6,4.2,"Search_Engine",3,32,"PC"
633.04,828,18,2.8,2.07,4.5,"Search_Engine",5,34,"PC"
487.14,623,13,3.3,2.63,4.4,"Search_Engine",4,32,"Mobile"
615.53,1084,26,4.9,2.25,3.4,"Social_Media_Advertisement",4,26,"PC"
447.45,-999,-999,3,3.28,4.7,"Search_Engine",4,66,"PC"
674.7,784,19,3.8,3.41,4.1,"Social_Media_Advertisement",4,50,"PC"
509.92,763,22,3.6,3.2,3.9,"Search_Engine",4,30,"Mobile"
806.84,1500,36,4.5,2.37,3.4,"Search_Engine",4,44,"PC"
570.04,613,16,3,2.11,3.6,"Social_Media_Advertisement",NA,42,"PC"
545.06,932,22,2.5,3.67,4.3,"Search_Engine",4,49,"Mobile"
383.64,655,15,2.2,2.46,3.9,"Search_Engine",4,22,"PC"
532.15,391,10,3.7,2.29,4.9,"Search_Engine",4,46,"PC"
530.56,576,13,2.8,1.51,3.9,"Search_Engine",4,46,"PC"
539.57,523,12,4.5,2.08,4.4,"Social_Media_Advertisement",4,32,"Mobile"
595.1,841,19,3,3.19,4,NA,4,39,"Mobile"
530.9,662,16,4,3.03,3,"Search_Engine",4,34,"PC"
585.35,988,23,2.9,2.63,3.9,"Search_Engine",4,31,"PC"
590.92,767,19,4.2,3.26,3.9,"Search_Engine",3,51,"PC"
717.44,1392,32,3.5,4.85,4.4,"Search_Engine",4,44,"PC"
656.98,823,21,2.4,2.87,4.8,"Search_Engine",4,51,"PC"
639.36,1173,28,4.2,1.88,3.7,"Social_Media_Advertisement",3,43,"PC"
619.08,1085,24,2.4,2.01,3.4,"Search_Engine",3,53,"PC"
663.01,1084,27,4.5,2.83,2.9,"Search_Engine",4,42,"PC"
558.58,1112,30,1.8,3.29,4.3,"Search_Engine",4,60,"PC"
425.36,359,11,1.5,1.73,3.3,NA,NA,55,"Mobile"
367.48,675,18,3.4,3.46,3.2,"Search_Engine",4,24,"Mobile"
703.96,1203,28,2.7,1.84,3.6,"Social_Media_Advertisement",4,33,"PC"
696.73,1256,28,3.2,2.56,4.5,"Social_Media_Advertisement",4,40,"Mobile"
588.56,775,18,1.8,3.27,3.8,"Social_Media_Advertisement",5,48,"Mobile"
765.43,1206,31,2.5,3.56,4.5,"Social_Media_Advertisement",3,42,"PC"
621.23,809,18,3.4,3.27,4,"Social_Media_Advertisement",NA,44,"PC"
706.6,939,22,3.2,4.5,4.5,"Social_Media_Advertisement",4,53,"PC"
580.7,695,19,3.8,1.75,3.9,"Social_Media_Advertisement",4,49,"PC"
651.07,803,19,2.9,3.75,4,"Search_Engine",5,45,"PC"
695.78,1207,24,1,2.83,2.9,"Search_Engine",3,47,"Mobile"
620.66,827,19,3.6,2.42,3.5,NA,4,43,"PC"
640.72,-999,-999,2.7,3.01,4.9,"Search_Engine",4,49,"PC"
424.21,316,6,3.6,2.76,3.5,"Search_Engine",4,40,"Mobile"
358.66,664,13,2.1,1.36,3.7,"Search_Engine",4,22,"PC"
806.72,1001,23,5.3,3.87,4.9,"Friends_or_Family",4,44,"PC"
607.06,697,18,1.8,4.86,3.8,"Search_Engine",4,48,"Mobile"
678.58,1000,26,4.4,2.41,3.8,"Social_Media_Advertisement",4,39,"Mobile"
650.46,808,19,3.1,3.61,3.2,"Search_Engine",5,33,"PC"
765.82,1200,29,3.4,2.68,4.1,"Friends_or_Family",NA,40,"PC"
620.16,595,14,1.7,2.46,3.7,"Search_Engine",5,48,"Mobile"
631.96,684,15,3.3,2.7,3.4,"Search_Engine",4,43,"PC"
498.64,661,16,2,3.07,3.8,"Search_Engine",4,52,"Mobile"
483.91,681,20,2.9,3.97,4.4,"Search_Engine",4,24,"PC"
654,1068,25,5.3,1.36,3.4,"Search_Engine",NA,49,"Mobile"
607.31,848,19,3.3,2.96,4,NA,NA,41,"PC"
519.85,981,22,3.7,2.86,3.8,"Search_Engine",4,25,"PC"
475.94,514,11,4.4,4.32,3.5,"Social_Media_Advertisement",4,55,"PC"
572.6,821,22,2.7,4.12,4.9,"Search_Engine",4,30,"Mobile"
514.34,362,10,2.2,2.68,3.7,"Friends_or_Family",4,52,"PC"
651.36,879,19,2.5,1.98,4,"Search_Engine",3,45,"PC"
507.38,251,6,2,2,4.2,"Search_Engine",4,41,"PC"
645.63,1006,23,3.6,3.33,3.5,"Search_Engine",3,52,"Mobile"
552.07,734,19,1.9,2.38,3.5,"Social_Media_Advertisement",4,54,"PC"
675.24,1191,26,3.9,2.99,4.2,"Search_Engine",3,56,"Mobile"
659.76,910,21,3.8,2.54,3.8,"Search_Engine",4,49,"Mobile"
673.21,1543,39,4.1,3.29,4.5,"Search_Engine",3,61,"Mobile"
487.76,536,12,2,1.99,3.5,"Social_Media_Advertisement",4,41,"Mobile"
603.51,624,16,2.4,3.48,4.3,"Search_Engine",4,46,"PC"
553.25,515,12,3.2,3.36,4.9,"Search_Engine",NA,41,"PC"
788.66,1322,30,2.1,2.22,4.5,"Search_Engine",4,47,"PC"
680.76,1350,33,3.3,4.02,4,"Search_Engine",3,53,"PC"
513.02,437,12,2.4,3.78,4.3,"Social_Media_Advertisement",4,34,"PC"
474.03,966,20,3.2,4.54,4.6,"Search_Engine",4,66,"PC"
689.78,991,22,4.1,2.87,4.1,"Search_Engine",5,45,"Mobile"
756.34,1456,34,2.6,2.35,4.3,"Search_Engine",4,46,"PC"
683.76,1107,26,3.5,3.8,3.4,NA,5,36,"Mobile"
488.95,390,9,3.8,4.49,4.8,"Search_Engine",5,55,"PC"
539.07,651,17,3.7,3.48,4.4,"Social_Media_Advertisement",4,35,"PC"
611.88,981,24,3.1,1.92,4,"Search_Engine",4,47,"PC"
583.15,734,18,1.8,1.78,3.8,"Search_Engine",4,49,"PC"
620.02,1090,26,2.9,3.7,4.4,"Search_Engine",4,57,"PC"
703.92,1271,29,1.8,4.38,4,"Social_Media_Advertisement",4,47,"Mobile"
657.43,899,20,4.4,4.64,4.9,"Social_Media_Advertisement",5,45,"PC"
629.63,1142,21,3.6,2.73,3.1,"Social_Media_Advertisement",3,47,"Mobile"
511.82,268,4,1.7,3.39,3.8,"Social_Media_Advertisement",4,40,"PC"
477.65,652,16,2.1,2.65,3.9,"Search_Engine",4,34,"Mobile"
599.89,689,14,2.1,1.8,4.4,"Social_Media_Advertisement",3,41,"PC"
607.4,947,21,1.7,3.49,4.1,NA,4,31,"PC"
597.73,942,18,2.7,2.65,3.3,"Social_Media_Advertisement",3,49,"PC"
506.48,239,6,2,4.39,4.4,"Search_Engine",3,40,"PC"
494.92,474,10,2.2,2.91,4.4,"Social_Media_Advertisement",4,53,"PC"
527.79,923,20,3,1.36,4.6,"Social_Media_Advertisement",4,65,"PC"
632.34,760,19,4,1.74,4.2,"Social_Media_Advertisement",3,49,"Mobile"
546.35,431,11,3.9,2.57,3.9,"Search_Engine",4,44,"PC"
662.8,955,24,4.4,2.06,4.6,"Social_Media_Advertisement",4,48,"Mobile"
659.86,993,22,2.2,4.38,3.6,"Search_Engine",4,37,"PC"
577.84,721,18,3.4,2.78,3.7,NA,4,37,"PC"
545.36,-999,-999,3.6,3.55,4.2,"Search_Engine",5,42,"PC"
643.79,1248,28,2.3,3.13,3.8,"Social_Media_Advertisement",4,61,"PC"
508.36,659,16,2.5,3.32,3.6,"Social_Media_Advertisement",5,57,"PC"
597.49,1050,25,3,1.34,3.9,"Search_Engine",4,58,"Mobile"
607.96,661,19,2.7,1.9,4.1,"Social_Media_Advertisement",5,34,"PC"
513.14,566,12,3.6,2.25,3.7,"Social_Media_Advertisement",3,35,"PC"
642.53,1101,26,3,3.15,3.9,"Search_Engine",4,51,"PC"
479.47,319,8,3.8,3.68,4.4,"Search_Engine",4,40,"PC"
564.7,1221,27,3.5,4.68,3.9,"Other",4,62,"Mobile"
483.04,355,9,2.7,4.57,3.7,"Search_Engine",4,38,"PC"
332.35,430,11,3.5,2.67,3.9,"Search_Engine",4,65,"PC"
648.33,-999,-999,3.1,3.26,4.8,"Social_Media_Advertisement",3,49,"Mobile"
500.77,521,13,3.6,1.74,4.3,"Social_Media_Advertisement",4,28,"Mobile"
629.27,1210,28,3.9,4.48,4.1,"Social_Media_Advertisement",4,60,"PC"
459.17,635,18,2.3,1.34,3.8,"Search_Engine",3,65,"PC"
548.24,639,16,2.9,2.86,3.5,NA,NA,46,"Mobile"
712.95,1501,34,4.4,3.38,3.7,"Search_Engine",4,45,"Mobile"
594.93,1028,25,3.7,2.83,3,"Social_Media_Advertisement",NA,39,"PC"
706.22,767,21,1.9,3.77,4.5,"Social_Media_Advertisement",5,37,"PC"
574.81,711,19,2.4,3.08,4.5,"Search_Engine",4,28,"Mobile"
653.02,955,27,1.6,3.94,4.2,"Friends_or_Family",3,49,"Mobile"
611.95,561,15,1.8,4.21,4,"Search_Engine",3,47,"PC"
585.12,1023,25,2.8,3.14,3.7,"Search_Engine",3,33,"Mobile"
537.52,1191,27,4.3,2.35,4.7,"Search_Engine",4,21,"PC"
474.04,525,9,3,1.83,3.5,NA,NA,34,"Mobile"
360.92,325,8,3.1,4.87,4.4,"Other",4,28,"Mobile"
620.16,734,16,4.6,4.43,3.9,"Social_Media_Advertisement",NA,51,"PC"
632.77,861,20,2.2,2.71,3.8,"Search_Engine",4,49,"Mobile"
587.93,814,19,2,1.01,4.1,"Search_Engine",4,47,"PC"
645.3,1077,24,2.6,3.87,3.9,"Social_Media_Advertisement",4,56,"Mobile"
708.57,1384,34,1.7,4.03,3.7,"Search_Engine",4,47,"PC"
690.51,1245,29,3.2,2.29,4.2,NA,5,37,"PC"
617.32,878,20,4.2,3.25,4,"Social_Media_Advertisement",3,44,"Mobile"
515.86,436,11,4.1,3.35,4.4,"Friends_or_Family",3,50,"PC"
521.22,439,9,3.6,3.61,4.6,"Social_Media_Advertisement",4,43,"Mobile"
602.8,814,16,3.2,3.6,4.5,"Social_Media_Advertisement",4,41,"PC"
719.19,1276,32,3.5,3.85,3,"Social_Media_Advertisement",4,47,"PC"
575.58,1119,25,3.2,3.77,5,"Search_Engine",3,28,"PC"
496.97,645,16,2.9,2.99,4.2,"Search_Engine",4,60,"Mobile"
457.68,260,8,1.5,2.55,4.2,"Search_Engine",4,48,"Mobile"
550.31,455,12,3.2,3.68,4,"Social_Media_Advertisement",4,49,"PC"
592.58,1062,27,2.5,3.01,4.5,NA,4,55,"Mobile"
664.37,1092,25,4.2,2.42,3.3,"Social_Media_Advertisement",NA,43,"PC"
742.16,1087,22,2.7,4.26,4.2,"Social_Media_Advertisement",4,52,"PC"
717.44,1139,27,4,3.71,4.5,"Search_Engine",4,53,"PC"
555.6,734,16,3.5,3.32,3,"Search_Engine",NA,47,"PC"
607.14,1025,24,4.2,3.13,3.8,"Friends_or_Family",3,42,"Mobile"
753.44,1209,30,3.4,1.37,4.9,"Search_Engine",4,54,"PC"
688.77,-999,-999,3.2,3.14,3.7,"Social_Media_Advertisement",4,53,"PC"
512.26,741,20,3.6,1.74,3.7,"Search_Engine",4,27,"PC"
753.6,1300,32,4.3,1.69,3.8,"Other",5,57,"Mobile"
495.92,460,8,5.1,4.09,3.8,"Search_Engine",5,36,"PC"
635.41,756,18,2.6,3.59,4.2,"Social_Media_Advertisement",4,35,"PC"
451.41,707,17,2.3,2.26,3.5,"Search_Engine",4,64,"Mobile"
463.12,180,6,2.7,3.95,4.5,"Friends_or_Family",4,34,"PC"
468.82,180,6,2.1,3.58,3.8,"Search_Engine",4,43,"PC"
596.72,895,22,2.4,3.13,4.3,"Search_Engine",5,30,"PC"
604.22,620,16,1.1,1.73,3.6,"Social_Media_Advertisement",4,44,"PC"
568.99,1045,23,5.2,3.53,3.4,"Social_Media_Advertisement",4,30,"PC"
586.43,735,18,1.1,3.65,3.4,"Social_Media_Advertisement",4,43,"PC"
689.72,1288,31,3.6,4,4.1,"Search_Engine",4,56,"PC"
562.09,689,16,1.3,2.68,4.1,"Social_Media_Advertisement",3,50,"PC"
668.68,1118,25,3.1,2.02,4.9,"Search_Engine",5,50,"PC"
518.64,511,11,2.5,2.87,3.6,"Friends_or_Family",4,35,"PC"
505.28,547,11,4.9,3.95,4.3,"Search_Engine",5,36,"PC"
578.27,918,22,2.4,1.36,3.2,NA,4,48,"PC"
601.94,1132,27,4.3,2.38,3.3,"Social_Media_Advertisement",5,29,"PC"
